Latitude_actual,Longitude_actual,Latitude_predicted,Longitude_predicted
37.49341384141339,-126.6454913017035,37.19005296284078,-126.7117781963111
38.21982452206533,-74.792656835693,38.053704574111045,-74.73058826988836
47.79399,-122.4953,47.90881414595916,-122.48243982832098
47.62927,-122.39471,47.63665963451407,-122.39762158948729
48.8543,-123.49883,48.971473696769216,-123.53489522610562
40.74208140151541,-68.99446015470005,40.99982235723644,-69.12682764379511
33.2065,-117.39392,33.32328476794889,-117.30325867998356
36.83869,-76.2913,36.83902257838235,-76.35375693682587
42.61354,-70.68043,42.6599503421199,-70.75649102343094
21.28638,-157.84246,21.308525018862273,-157.85216350064783
40.52149365456738,-71.63478875684125,40.4730819493821,-71.74439597316527
39.8848,-75.17684,39.861837866403214,-75.2203440936473
33.71872515238902,-118.21156428802566,33.7226475048154,-118.21565199531979
33.99246390083661,-88.50958493473779,34.063708361550965,-88.47952500392994
38.04529,-122.12386,38.167003187616174,-122.22667590484144
40.64487,-74.07142,40.638624358320214,-74.11474467645039
33.41329746690859,-119.11585345956824,33.473360891541134,-119.00408834115098
47.62292,-122.37013,47.63932740546382,-122.36055177512578
30.0616,-93.35378,30.054643390337606,-93.42283493084248
29.43246203036185,-94.86206097042808,29.367178832817217,-94.73519994806647
28.92548694581188,-95.33740999502456,28.903923025574333,-95.33054083711018
33.58283,-117.872,33.57035965210386,-117.91507830724967
38.98303847252801,-126.77731410949656,38.96373942075542,-126.6761286386154
32.64751917959752,-117.3098985072839,32.719815329111555,-117.19261230659166
34.05385,-77.89029,34.07470570810981,-77.99438056254887
28.926744204735304,-94.44681886914844,28.917334587399626,-94.30601896851762
33.721784646205734,-118.22060664125208,33.72697130057805,-118.22010921206456
34.97067751417473,-126.44152769915944,35.11219130670815,-126.31491016770504
32.72120133223047,-117.2263195605362,32.72747568826572,-117.21025260017883
36.72312,-76.24562,36.779419657545155,-76.33162028036013
36.34419199241045,-89.68200915142737,36.270334280592095,-89.78331127428156
33.40257954776648,-118.27191546725244,33.32655070255329,-118.19382049601252
39.44102,-91.03239,39.441158531141525,-91.03306551590055
34.21729,-77.81265,34.21255846557966,-78.00565838943824
40.45059191703479,-72.62138825494432,40.44332613915224,-72.90337617379372
33.71757,-118.27897,33.734165482448034,-118.28201387439145
41.6444687316788,-88.06041640983081,41.6403403184529,-88.08328021316643
37.8747990599334,-87.42315898037423,37.919820738316396,-87.43143847966925
29.67715,-91.22507,29.68638920049158,-91.24843392027617
40.64715,-89.61107,40.63737693473255,-89.75098365940605
32.76297906457728,-117.29839142650373,32.726661295685126,-117.21025260017883
49.11826,-123.16436,49.12023536176858,-123.15856556965629
32.38369,-90.87952,32.400867460386266,-91.03662603607174
36.20251,-89.66322,36.266399981407865,-89.75305473400236
41.32128,-88.88805,41.33860202654172,-88.93658860066874
33.24978047350925,-87.46301416288857,33.32225145978032,-87.60381069590085
47.65638,-122.37949,47.66200446849753,-122.38792887231902
45.65279,-84.46717,45.66926311346693,-84.81881143997052
47.61652,-122.51171,47.63866398391863,-122.49750486837871
44.468731725849096,-124.14588024341889,44.67823601844983,-124.09125817358692
33.77166,-118.21189,33.769828672232094,-118.20145084170255
37.81997,-122.3605,37.8604275491015,-122.3759479705458
47.661861684049626,-122.3748695928184,47.65395676517315,-122.3692643148578
28.93653,-95.33377,28.917962263347256,-95.34001270244016
40.08326110797447,-80.71741073782188,40.195380201692814,-80.67496051564765
31.123307498372107,-81.52823796863994,31.142229547393416,-81.6513336805122
38.96135,-76.48329,38.94939142547256,-76.4758300204483
38.27813,-85.79483,38.169321306775,-85.9236321028733
27.33236,-82.54574,27.48918365844368,-82.64071335975227
39.66602,-80.86552,39.669465180606224,-80.66914571288355
42.04656,-87.68331,42.03690050919585,-87.64364280743881
45.61198,-122.64536,45.553906900467595,-122.64224054471048
35.1152,-90.08925,35.13033654495259,-90.11792311545325
36.934810286520914,-76.36891773856603,36.9301196897642,-76.39115505465938
38.40361,-82.55686,38.47398141543489,-82.82231948673626
33.62335015685155,-118.6873918370964,33.64569165046749,-118.79966602432775
30.233752868312397,-91.0722125899518,30.143222684168403,-91.05692239564819
33.45844674443904,-77.53403373387992,33.55416742926686,-76.79661072499331
33.49310615112614,-88.51022485341916,33.47918618212043,-88.48927116302798
36.92289,-76.18708,36.93312467164811,-76.35377405937027
30.73571,-88.04144,30.749821654040066,-88.09097243103031
46.50016,-84.3381,46.50106005664475,-84.28269107965937
32.12954,-92.08817,32.141168825245835,-92.11309183764568
37.078462212363625,-89.20220603100987,37.046807675274856,-89.18858675345581
33.74773,-118.19879,33.752807309175225,-118.20310956463152
40.0335895957534,-73.9980422989012,39.983787306514934,-73.98157424212438
